Date,Company,FuelType,PaymentMethod,City,Year,Month,Day,DayOfWeek,IsWeekend,IsRepublicDay,DayMean_PriorYears,DayMean_Global,Predicted_Daily_Total_Amount
2026-01-05,IOCL,diesel,Cash,delhi,2026,1,5,0,0,0,1955.898,1955.898,2088.2688
2026-01-05,IOCL,diesel,Cash,mumbai,2026,1,5,0,0,0,1874.8266666666666,1874.8266666666666,2019.5591
2026-01-05,IOCL,diesel,Cash,pune,2026,1,5,0,0,0,1985.75,1985.75,1797.71
2026-01-05,IOCL,diesel,UPI,bangalore,2026,1,5,0,0,0,1737.5199999999998,1737.5199999999998,2039.4446
2026-01-05,IOCL,diesel,UPI,chennai,2026,1,5,0,0,0,1916.011,1916.011,1964.1122
2026-01-05,IOCL,diesel,UPI,delhi,2026,1,5,0,0,0,2074.5945454545454,2074.5945454545454,2179.7302
2026-01-05,IOCL,diesel,UPI,mumbai,2026,1,5,0,0,0,1915.90125,1915.90125,2117.512
2026-01-05,IOCL,diesel,UPI,pune,2026,1,5,0,0,0,1043.585,1043.585,1264.1201
2026-01-05,IOCL,petrol,Card,bangalore,2026,1,5,0,0,0,1443.8766666666668,1443.8766666666668,1483.3967
2026-01-05,IOCL,petrol,Card,chennai,2026,1,5,0,0,0,2473.17875,2473.17875,1914.594
2026-01-05,IOCL,petrol,Card,delhi,2026,1,5,0,0,0,2645.5636363636363,2645.5636363636363,3618.5889
2026-01-05,IOCL,petrol,Card,mumbai,2026,1,5,0,0,0,1198.185714285714,1198.185714285714,1184.5994
2026-01-05,IOCL,petrol,Card,pune,2026,1,5,0,0,0,2556.2799999999997,2556.2799999999997,3031.3682
2026-01-05,IOCL,petrol,Cash,bangalore,2026,1,5,0,0,0,1378.0,2577.71,1442.3066
2026-01-05,IOCL,petrol,Cash,chennai,2026,1,5,0,0,0,2787.08,1951.1850000000002,3138.1106
2026-01-05,IOCL,petrol,Cash,delhi,2026,1,5,0,0,0,2340.834,2340.834,2205.1145
2026-01-05,IOCL,petrol,Cash,mumbai,2026,1,5,0,0,0,2457.228888888889,2457.228888888889,2144.1567
2026-01-05,IOCL,petrol,Cash,pune,2026,1,5,0,0,0,2498.4,2498.4,1878.356
2026-01-05,IOCL,petrol,UPI,bangalore,2026,1,5,0,0,0,2599.9266666666667,2599.9266666666667,3290.0273
2026-01-05,IOCL,petrol,UPI,chennai,2026,1,5,0,0,0,1855.25,1855.25,1651.0312
2026-01-05,IOCL,petrol,UPI,delhi,2026,1,5,0,0,0,2062.8875,2062.8875,1859.9125
2026-01-05,IOCL,petrol,UPI,mumbai,2026,1,5,0,0,0,1764.125,1764.125,1818.8414
2026-01-05,IOCL,petrol,UPI,pune,2026,1,5,0,0,0,2083.22,2083.22,1597.796
2026-01-05,IOCL,power petrol,Card,bangalore,2026,1,5,0,0,0,2473.382857142857,2473.382857142857,2281.6506
2026-01-05,IOCL,power petrol,Card,chennai,2026,1,5,0,0,0,2190.233333333333,2190.233333333333,2087.9639
2026-01-05,IOCL,power petrol,Card,delhi,2026,1,5,0,0,0,1863.5766666666666,1863.5766666666666,2112.1252
2026-01-05,IOCL,power petrol,Card,mumbai,2026,1,5,0,0,0,2355.5714285714284,2355.5714285714284,2272.5789
2026-01-05,IOCL,power petrol,Card,pune,2026,1,5,0,0,0,2648.766153846154,2648.766153846154,3187.3428
2026-01-05,IOCL,power petrol,Cash,bangalore,2026,1,5,0,0,0,1865.993333333333,1865.993333333333,1919.7382
2026-01-05,IOCL,power petrol,Cash,chennai,2026,1,5,0,0,0,673.66,1671.87375,732.5432
2026-01-05,IOCL,power petrol,Cash,delhi,2026,1,5,0,0,0,2514.805,2514.805,3728.6272
2026-01-05,IOCL,power petrol,Cash,mumbai,2026,1,5,0,0,0,2150.042857142857,2150.042857142857,1985.8241
2026-01-05,IOCL,power petrol,Cash,pune,2026,1,5,0,0,0,2724.98,2724.98,2960.6543
2026-01-05,IOCL,power petrol,UPI,bangalore,2026,1,5,0,0,0,2309.24,2309.24,2277.4604
2026-01-05,IOCL,power petrol,UPI,chennai,2026,1,5,0,0,0,2456.991666666667,2456.991666666667,2112.2014
2026-01-05,IOCL,power petrol,UPI,delhi,2026,1,5,0,0,0,2472.733846153846,2472.733846153846,2509.7158
2026-01-05,IOCL,power petrol,UPI,mumbai,2026,1,5,0,0,0,2099.7028571428573,2099.7028571428573,2070.1208
2026-01-05,IOCL,power petrol,UPI,pune,2026,1,5,0,0,0,2106.649,2106.649,1816.9751
2026-01-06,BPCL,diesel,Card,bangalore,2026,1,6,1,0,0,993.4040000000001,993.4040000000001,1278.31
2026-01-06,BPCL,diesel,Card,chennai,2026,1,6,1,0,0,2301.473,2301.473,1846.3213
2026-01-06,BPCL,diesel,Card,delhi,2026,1,6,1,0,0,2874.375,2874.375,4092.8528
2026-01-06,BPCL,diesel,Card,mumbai,2026,1,6,1,0,0,1289.77,1289.77,1706.4009
2026-01-06,BPCL,diesel,Card,pune,2026,1,6,1,0,0,1298.9855555555555,1298.9855555555555,1625.2944
2026-01-06,BPCL,diesel,Cash,bangalore,2026,1,6,1,0,0,1852.3433333333335,1852.3433333333335,1877.4846
2026-01-06,BPCL,diesel,Cash,chennai,2026,1,6,1,0,0,2704.081111111111,2704.081111111111,3164.954
2026-01-06,BPCL,diesel,Cash,delhi,2026,1,6,1,0,0,2138.9655555555555,2138.9655555555555,1820.7805
2026-01-06,BPCL,diesel,Cash,mumbai,2026,1,6,1,0,0,1864.2336363636364,1864.2336363636364,1877.3325
2026-01-06,BPCL,diesel,Cash,pune,2026,1,6,1,0,0,1948.3183333333334,1948.3183333333334,1694.1476
2026-01-06,BPCL,diesel,UPI,bangalore,2026,1,6,1,0,0,2066.0075,2066.0075,1877.6624
2026-01-06,BPCL,diesel,UPI,chennai,2026,1,6,1,0,0,1813.2723076923078,1813.2723076923078,1698.6044
2026-01-06,BPCL,diesel,UPI,delhi,2026,1,6,1,0,0,1679.2490909090907,1679.2490909090907,1830.2032
2026-01-06,BPCL,diesel,UPI,mumbai,2026,1,6,1,0,0,1948.2766666666669,1948.2766666666669,1865.6206
2026-01-06,BPCL,diesel,UPI,pune,2026,1,6,1,0,0,1330.9773333333333,1330.9773333333333,1668.4762
2026-01-06,BPCL,petrol,Card,bangalore,2026,1,6,1,0,0,3095.5171428571425,3095.5171428571425,4288.02
2026-01-06,BPCL,petrol,Card,chennai,2026,1,6,1,0,0,2214.8877777777775,2214.8877777777775,1754.0377
2026-01-06,BPCL,petrol,Card,delhi,2026,1,6,1,0,0,2320.816875,2320.816875,2054.0664
2026-01-06,BPCL,petrol,Card,mumbai,2026,1,6,1,0,0,1882.6116666666667,1882.6116666666667,1844.259
2026-01-06,BPCL,petrol,Card,pune,2026,1,6,1,0,0,2420.381,2420.381,1771.0361
2026-01-06,BPCL,petrol,Cash,bangalore,2026,1,6,1,0,0,2466.1639999999998,2466.1639999999998,1904.2192
2026-01-06,BPCL,petrol,Cash,chennai,2026,1,6,1,0,0,2086.0437500000003,2086.0437500000003,1585.1118
2026-01-06,BPCL,petrol,Cash,delhi,2026,1,6,1,0,0,1866.4633333333331,1866.4633333333331,1788.2942
2026-01-06,BPCL,petrol,Cash,mumbai,2026,1,6,1,0,0,1797.44125,1797.44125,1817.814
2026-01-06,BPCL,petrol,Cash,pune,2026,1,6,1,0,0,2223.7366666666667,2223.7366666666667,1735.1141
2026-01-06,BPCL,petrol,UPI,bangalore,2026,1,6,1,0,0,2505.5628571428574,2505.5628571428574,1799.711
2026-01-06,BPCL,petrol,UPI,chennai,2026,1,6,1,0,0,1973.3138461538463,1973.3138461538463,1594.9778
2026-01-06,BPCL,petrol,UPI,delhi,2026,1,6,1,0,0,2617.1457142857143,2617.1457142857143,3629.5588
2026-01-06,BPCL,petrol,UPI,mumbai,2026,1,6,1,0,0,2047.079090909091,2047.079090909091,1836.2196
2026-01-06,BPCL,petrol,UPI,pune,2026,1,6,1,0,0,1997.163,1997.163,1610.7965
2026-01-06,BPCL,power petrol,Card,bangalore,2026,1,6,1,0,0,2145.02,2145.02,1954.3411
2026-01-06,BPCL,power petrol,Card,chennai,2026,1,6,1,0,0,2133.150909090909,2133.150909090909,1728.7007
2026-01-06,BPCL,power petrol,Card,delhi,2026,1,6,1,0,0,2168.163333333333,2168.163333333333,1994.8639
2026-01-06,BPCL,power petrol,Card,mumbai,2026,1,6,1,0,0,1784.5966666666668,1784.5966666666668,1877.2177
2026-01-06,BPCL,power petrol,Card,pune,2026,1,6,1,0,0,2765.4100000000003,2765.4100000000003,3129.3787
2026-01-06,BPCL,power petrol,Cash,bangalore,2026,1,6,1,0,0,3476.37,3476.37,4328.2188
2026-01-06,BPCL,power petrol,Cash,chennai,2026,1,6,1,0,0,843.97,2002.8188888888888,983.5851
2026-01-06,BPCL,power petrol,Cash,delhi,2026,1,6,1,0,0,2305.334,2305.334,2159.1692
2026-01-06,BPCL,power petrol,Cash,mumbai,2026,1,6,1,0,0,2318.9137499999997,2318.9137499999997,2022.5902
2026-01-06,BPCL,power petrol,Cash,pune,2026,1,6,1,0,0,2600.3742857142856,2600.3742857142856,3138.1738
2026-01-06,BPCL,power petrol,UPI,bangalore,2026,1,6,1,0,0,2434.395,2434.395,2024.469
2026-01-06,BPCL,power petrol,UPI,chennai,2026,1,6,1,0,0,2866.3214285714284,2866.3214285714284,4187.0684
2026-01-06,BPCL,power petrol,UPI,delhi,2026,1,6,1,0,0,2315.961111111111,2315.961111111111,2116.794
2026-01-06,BPCL,power petrol,UPI,mumbai,2026,1,6,1,0,0,1974.024,1974.024,1930.079
2026-01-06,BPCL,power petrol,UPI,pune,2026,1,6,1,0,0,1944.9627272727273,1944.9627272727273,1780.1298
2026-01-06,HP,diesel,Card,bangalore,2026,1,6,1,0,0,2871.181666666667,2871.181666666667,3860.9685
2026-01-06,HP,diesel,Card,chennai,2026,1,6,1,0,0,1960.89125,1960.89125,2013.75
2026-01-06,HP,diesel,Card,delhi,2026,1,6,1,0,0,954.5,1208.6833333333334,1082.0747
2026-01-06,HP,diesel,Card,mumbai,2026,1,6,1,0,0,1786.7369999999999,1786.7369999999999,1911.1714
2026-01-06,HP,diesel,Card,pune,2026,1,6,1,0,0,1597.4957142857143,1597.4957142857143,1748.9052
2026-01-06,HP,diesel,Cash,bangalore,2026,1,6,1,0,0,2432.7725,2432.7725,2425.1052
2026-01-06,HP,diesel,Cash,chennai,2026,1,6,1,0,0,1879.03,1879.03,2006.8292
2026-01-06,HP,diesel,Cash,delhi,2026,1,6,1,0,0,1638.6328571428571,1638.6328571428571,1876.5663
2026-01-06,HP,diesel,Cash,mumbai,2026,1,6,1,0,0,1707.6585714285716,1707.6585714285716,1984.4991
2026-01-06,HP,diesel,Cash,pune,2026,1,6,1,0,0,2379.6408333333334,2379.6408333333334,2237.0515
2026-01-06,HP,diesel,UPI,bangalore,2026,1,6,1,0,0,1802.21625,1802.21625,2079.3345
2026-01-06,HP,diesel,UPI,chennai,2026,1,6,1,0,0,2105.03125,2105.03125,2100.6438
2026-01-06,HP,diesel,UPI,delhi,2026,1,6,1,0,0,1426.8066666666666,1426.8066666666666,1751.4669
2026-01-06,HP,diesel,UPI,mumbai,2026,1,6,1,0,0,2395.915,2395.915,2463.7952
2026-01-06,HP,diesel,UPI,pune,2026,1,6,1,0,0,2342.6475,2342.6475,2272.117
2026-01-06,HP,petrol,Card,bangalore,2026,1,6,1,0,0,1726.2966666666669,1726.2966666666669,1872.1049
2026-01-06,HP,petrol,Card,chennai,2026,1,6,1,0,0,2772.457,2772.457,3322.596
2026-01-06,HP,petrol,Card,delhi,2026,1,6,1,0,0,1653.8880000000001,1653.8880000000001,1770.5536
2026-01-06,HP,petrol,Card,mumbai,2026,1,6,1,0,0,2676.4533333333334,2676.4533333333334,3385.0266
2026-01-06,HP,petrol,Card,pune,2026,1,6,1,0,0,2386.945,2386.945,2087.979
2026-01-06,HP,petrol,Cash,bangalore,2026,1,6,1,0,0,2466.4616666666666,2466.4616666666666,2306.7942
2026-01-06,HP,petrol,Cash,chennai,2026,1,6,1,0,0,2243.4049999999997,2243.4049999999997,2183.2043
2026-01-06,HP,petrol,Cash,delhi,2026,1,6,1,0,0,2151.3700000000003,2151.3700000000003,2006.5542
2026-01-06,HP,petrol,Cash,mumbai,2026,1,6,1,0,0,1801.3799999999999,1801.3799999999999,1910.3671
2026-01-06,HP,petrol,Cash,pune,2026,1,6,1,0,0,1396.2544444444443,1396.2544444444443,1460.9303
2026-01-06,HP,petrol,UPI,bangalore,2026,1,6,1,0,0,1942.2,1942.2,2040.8379
2026-01-06,HP,petrol,UPI,chennai,2026,1,6,1,0,0,1994.8986666666667,1994.8986666666667,1933.1477
2026-01-06,HP,petrol,UPI,delhi,2026,1,6,1,0,0,1918.9264285714287,1918.9264285714287,1949.8684
2026-01-06,HP,petrol,UPI,mumbai,2026,1,6,1,0,0,2812.19,2812.19,3213.9814
2026-01-06,HP,petrol,UPI,pune,2026,1,6,1,0,0,1987.6850000000002,1987.6850000000002,1866.7441
2026-01-06,HP,power petrol,Card,bangalore,2026,1,6,1,0,0,3296.3419999999996,3296.3419999999996,4216.974
2026-01-06,HP,power petrol,Card,chennai,2026,1,6,1,0,0,3017.558333333333,3017.558333333333,4218.4004
2026-01-06,HP,power petrol,Card,delhi,2026,1,6,1,0,0,1895.62375,1895.62375,2154.8452
2026-01-06,HP,power petrol,Card,mumbai,2026,1,6,1,0,0,2562.9829999999997,2562.9829999999997,3426.6472
2026-01-06,HP,power petrol,Card,pune,2026,1,6,1,0,0,1996.61,1996.61,1979.281
2026-01-06,HP,power petrol,Cash,bangalore,2026,1,6,1,0,0,0.0,,832.20844
2026-01-06,HP,power petrol,Cash,chennai,2026,1,6,1,0,0,1808.9650000000001,1808.9650000000001,1888.8175
2026-01-06,HP,power petrol,Cash,delhi,2026,1,6,1,0,0,2445.5171428571425,2445.5171428571425,2564.3074
2026-01-06,HP,power petrol,Cash,mumbai,2026,1,6,1,0,0,2096.4666666666667,2096.4666666666667,2210.5435
2026-01-06,HP,power petrol,Cash,pune,2026,1,6,1,0,0,2382.055,2382.055,2270.8933
2026-01-06,HP,power petrol,UPI,bangalore,2026,1,6,1,0,0,1548.9699999999998,1548.9699999999998,2042.6603
2026-01-06,HP,power petrol,UPI,chennai,2026,1,6,1,0,0,3449.875,3449.875,4248.8926
2026-01-06,HP,power petrol,UPI,delhi,2026,1,6,1,0,0,1322.702,1322.702,1790.6378
2026-01-06,HP,power petrol,UPI,mumbai,2026,1,6,1,0,0,1848.05,1848.05,2273.4685
2026-01-06,HP,power petrol,UPI,pune,2026,1,6,1,0,0,2527.307777777778,2527.307777777778,3264.5034
2026-01-06,IOCL,diesel,Card,bangalore,2026,1,6,1,0,0,4194.373333333334,4194.373333333334,4031.7432
2026-01-06,IOCL,diesel,Card,chennai,2026,1,6,1,0,0,1461.5025,1461.5025,1734.2256
2026-01-06,IOCL,diesel,Card,delhi,2026,1,6,1,0,0,1884.988,1884.988,2029.708
2026-01-06,IOCL,diesel,Card,mumbai,2026,1,6,1,0,0,1978.7118181818184,1978.7118181818184,2013.6401
2026-01-06,IOCL,diesel,Card,pune,2026,1,6,1,0,0,1934.158888888889,1934.158888888889,1795.189
2026-01-06,IOCL,diesel,Cash,bangalore,2026,1,6,1,0,0,1159.5700000000002,1159.5700000000002,1230.9707
2026-01-06,IOCL,diesel,Cash,chennai,2026,1,6,1,0,0,948.3340000000001,948.3340000000001,1193.9321
2026-01-06,IOCL,diesel,Cash,delhi,2026,1,6,1,0,0,1955.898,1955.898,2027.5319
2026-01-06,IOCL,diesel,Cash,mumbai,2026,1,6,1,0,0,1874.8266666666666,1874.8266666666666,2002.4895
2026-01-06,IOCL,diesel,Cash,pune,2026,1,6,1,0,0,1985.75,1985.75,1773.4475
2026-01-06,IOCL,diesel,UPI,bangalore,2026,1,6,1,0,0,1737.5199999999998,1737.5199999999998,2027.7101
2026-01-06,IOCL,diesel,UPI,chennai,2026,1,6,1,0,0,1916.011,1916.011,1976.8269
2026-01-06,IOCL,diesel,UPI,delhi,2026,1,6,1,0,0,2074.5945454545454,2074.5945454545454,2122.8306
2026-01-06,IOCL,diesel,UPI,mumbai,2026,1,6,1,0,0,1915.90125,1915.90125,2106.4172
2026-01-06,IOCL,diesel,UPI,pune,2026,1,6,1,0,0,1043.585,1043.585,1236.3679
2026-01-06,IOCL,petrol,Card,bangalore,2026,1,6,1,0,0,1443.8766666666668,1443.8766666666668,1538.4242
2026-01-06,IOCL,petrol,Card,chennai,2026,1,6,1,0,0,2473.17875,2473.17875,1952.6019
2026-01-06,IOCL,petrol,Card,delhi,2026,1,6,1,0,0,2645.5636363636363,2645.5636363636363,3684.2883
2026-01-06,IOCL,petrol,Card,mumbai,2026,1,6,1,0,0,1198.185714285714,1198.185714285714,1196.0938
2026-01-06,IOCL,petrol,Card,pune,2026,1,6,1,0,0,2556.2799999999997,2556.2799999999997,3131.578
2026-01-06,IOCL,petrol,Cash,bangalore,2026,1,6,1,0,0,2577.71,2577.71,3387.687
2026-01-06,IOCL,petrol,Cash,chennai,2026,1,6,1,0,0,1951.1850000000002,1951.1850000000002,1694.8062
2026-01-06,IOCL,petrol,Cash,delhi,2026,1,6,1,0,0,2340.834,2340.834,2263.3042
2026-01-06,IOCL,petrol,Cash,mumbai,2026,1,6,1,0,0,2457.228888888889,2457.228888888889,2208.26
2026-01-06,IOCL,petrol,Cash,pune,2026,1,6,1,0,0,2498.4,2498.4,1986.276
2026-01-06,IOCL,petrol,UPI,bangalore,2026,1,6,1,0,0,2599.9266666666667,2599.9266666666667,3462.4407
2026-01-06,IOCL,petrol,UPI,chennai,2026,1,6,1,0,0,1855.25,1855.25,1743.5525
2026-01-06,IOCL,petrol,UPI,delhi,2026,1,6,1,0,0,2062.8875,2062.8875,1917.8964
2026-01-06,IOCL,petrol,UPI,mumbai,2026,1,6,1,0,0,1764.125,1764.125,1883.4573
2026-01-06,IOCL,petrol,UPI,pune,2026,1,6,1,0,0,2083.22,2083.22,1705.9244
2026-01-06,IOCL,power petrol,Card,bangalore,2026,1,6,1,0,0,2473.382857142857,2473.382857142857,2254.7493
2026-01-06,IOCL,power petrol,Card,chennai,2026,1,6,1,0,0,2190.233333333333,2190.233333333333,2084.8325
2026-01-06,IOCL,power petrol,Card,delhi,2026,1,6,1,0,0,1863.5766666666666,1863.5766666666666,2038.6245
2026-01-06,IOCL,power petrol,Card,mumbai,2026,1,6,1,0,0,2355.5714285714284,2355.5714285714284,2241.662
2026-01-06,IOCL,power petrol,Card,pune,2026,1,6,1,0,0,2648.766153846154,2648.766153846154,3182.6338
2026-01-06,IOCL,power petrol,Cash,bangalore,2026,1,6,1,0,0,1865.993333333333,1865.993333333333,1940.1488
2026-01-06,IOCL,power petrol,Cash,chennai,2026,1,6,1,0,0,1671.87375,1671.87375,1690.7037
2026-01-06,IOCL,power petrol,Cash,delhi,2026,1,6,1,0,0,2514.805,2514.805,3761.5708
2026-01-06,IOCL,power petrol,Cash,mumbai,2026,1,6,1,0,0,2150.042857142857,2150.042857142857,2004.4508
2026-01-06,IOCL,power petrol,Cash,pune,2026,1,6,1,0,0,2724.98,2724.98,2987.15
2026-01-06,IOCL,power petrol,UPI,bangalore,2026,1,6,1,0,0,2309.24,2309.24,2299.9133
2026-01-06,IOCL,power petrol,UPI,chennai,2026,1,6,1,0,0,2456.991666666667,2456.991666666667,2151.2073
2026-01-06,IOCL,power petrol,UPI,delhi,2026,1,6,1,0,0,4281.17,2472.733846153846,4509.189
2026-01-06,IOCL,power petrol,UPI,mumbai,2026,1,6,1,0,0,2099.7028571428573,2099.7028571428573,2091.6653
2026-01-06,IOCL,power petrol,UPI,pune,2026,1,6,1,0,0,2106.649,2106.649,1830.3269
2026-01-07,BPCL,diesel,Card,bangalore,2026,1,7,2,0,0,993.4040000000001,993.4040000000001,1231.0037
2026-01-07,BPCL,diesel,Card,chennai,2026,1,7,2,0,0,2301.473,2301.473,1762.5643
2026-01-07,BPCL,diesel,Card,delhi,2026,1,7,2,0,0,2874.375,2874.375,4014.3176
2026-01-07,BPCL,diesel,Card,mumbai,2026,1,7,2,0,0,1289.77,1289.77,1639.395
2026-01-07,BPCL,diesel,Card,pune,2026,1,7,2,0,0,1298.9855555555555,1298.9855555555555,1559.7156
2026-01-07,BPCL,diesel,Cash,bangalore,2026,1,7,2,0,0,1852.3433333333335,1852.3433333333335,1814.7042
2026-01-07,BPCL,diesel,Cash,chennai,2026,1,7,2,0,0,2704.081111111111,2704.081111111111,3084.391
2026-01-07,BPCL,diesel,Cash,delhi,2026,1,7,2,0,0,2138.9655555555555,2138.9655555555555,1748.5887
2026-01-07,BPCL,diesel,Cash,mumbai,2026,1,7,2,0,0,1864.2336363636364,1864.2336363636364,1815.3624
2026-01-07,BPCL,diesel,Cash,pune,2026,1,7,2,0,0,1948.3183333333334,1948.3183333333334,1631.5962
2026-01-07,BPCL,diesel,UPI,bangalore,2026,1,7,2,0,0,2066.0075,2066.0075,1783.0485
2026-01-07,BPCL,diesel,UPI,chennai,2026,1,7,2,0,0,1813.2723076923078,1813.2723076923078,1576.9692
2026-01-07,BPCL,diesel,UPI,delhi,2026,1,7,2,0,0,1679.2490909090907,1679.2490909090907,1741.3362
2026-01-07,BPCL,diesel,UPI,mumbai,2026,1,7,2,0,0,1948.2766666666669,1948.2766666666669,1790.2487
2026-01-07,BPCL,diesel,UPI,pune,2026,1,7,2,0,0,1330.9773333333333,1330.9773333333333,1571.1841
2026-01-07,BPCL,petrol,Card,bangalore,2026,1,7,2,0,0,3095.5171428571425,3095.5171428571425,4294.763
2026-01-07,BPCL,petrol,Card,chennai,2026,1,7,2,0,0,2214.8877777777775,2214.8877777777775,1724.567
2026-01-07,BPCL,petrol,Card,delhi,2026,1,7,2,0,0,2320.816875,2320.816875,2049.7231
2026-01-07,BPCL,petrol,Card,mumbai,2026,1,7,2,0,0,1882.6116666666667,1882.6116666666667,1839.4692
2026-01-07,BPCL,petrol,Card,pune,2026,1,7,2,0,0,2420.381,2420.381,1763.1063
2026-01-07,BPCL,petrol,Cash,bangalore,2026,1,7,2,0,0,2466.1639999999998,2466.1639999999998,1968.3071
2026-01-07,BPCL,petrol,Cash,chennai,2026,1,7,2,0,0,2086.0437500000003,2086.0437500000003,1624.7716
2026-01-07,BPCL,petrol,Cash,delhi,2026,1,7,2,0,0,1866.4633333333331,1866.4633333333331,1852.955
2026-01-07,BPCL,petrol,Cash,mumbai,2026,1,7,2,0,0,1797.44125,1797.44125,1810.8276
2026-01-07,BPCL,petrol,Cash,pune,2026,1,7,2,0,0,2223.7366666666667,2223.7366666666667,1797.7875
2026-01-07,BPCL,petrol,UPI,bangalore,2026,1,7,2,0,0,2505.5628571428574,2505.5628571428574,1769.3263
2026-01-07,BPCL,petrol,UPI,chennai,2026,1,7,2,0,0,1973.3138461538463,1973.3138461538463,1539.0122
2026-01-07,BPCL,petrol,UPI,delhi,2026,1,7,2,0,0,2617.1457142857143,2617.1457142857143,3612.1519
2026-01-07,BPCL,petrol,UPI,mumbai,2026,1,7,2,0,0,3304.53,2047.079090909091,3773.628
2026-01-07,BPCL,petrol,UPI,pune,2026,1,7,2,0,0,1997.163,1997.163,1577.2584
2026-01-07,BPCL,power petrol,Card,bangalore,2026,1,7,2,0,0,2145.02,2145.02,1873.3046
2026-01-07,BPCL,power petrol,Card,chennai,2026,1,7,2,0,0,4875.07,2133.150909090909,4614.6963
2026-01-07,BPCL,power petrol,Card,delhi,2026,1,7,2,0,0,2168.163333333333,2168.163333333333,2004.8654
2026-01-07,BPCL,power petrol,Card,mumbai,2026,1,7,2,0,0,1784.5966666666668,1784.5966666666668,1787.5979
2026-01-07,BPCL,power petrol,Card,pune,2026,1,7,2,0,0,1431.14,2765.4100000000003,1553.4308
2026-01-07,BPCL,power petrol,Cash,bangalore,2026,1,7,2,0,0,3476.37,3476.37,4265.8174
2026-01-07,BPCL,power petrol,Cash,chennai,2026,1,7,2,0,0,2002.8188888888888,2002.8188888888888,1582.4868
2026-01-07,BPCL,power petrol,Cash,delhi,2026,1,7,2,0,0,2305.334,2305.334,2172.3696
2026-01-07,BPCL,power petrol,Cash,mumbai,2026,1,7,2,0,0,2318.9137499999997,2318.9137499999997,1946.0459
2026-01-07,BPCL,power petrol,Cash,pune,2026,1,7,2,0,0,2600.3742857142856,2600.3742857142856,3067.093
2026-01-07,BPCL,power petrol,UPI,bangalore,2026,1,7,2,0,0,2434.395,2434.395,1927.4902
2026-01-07,BPCL,power petrol,UPI,chennai,2026,1,7,2,0,0,2866.3214285714284,2866.3214285714284,4090.9907
2026-01-07,BPCL,power petrol,UPI,delhi,2026,1,7,2,0,0,2315.961111111111,2315.961111111111,2123.9197
2026-01-07,BPCL,power petrol,UPI,mumbai,2026,1,7,2,0,0,1974.024,1974.024,1846.2319
2026-01-07,BPCL,power petrol,UPI,pune,2026,1,7,2,0,0,1944.9627272727273,1944.9627272727273,1680.9858
2026-01-07,HP,diesel,Card,bangalore,2026,1,7,2,0,0,2871.181666666667,2871.181666666667,3810.4502
2026-01-07,HP,diesel,Card,chennai,2026,1,7,2,0,0,1960.89125,1960.89125,1945.6376
2026-01-07,HP,diesel,Card,delhi,2026,1,7,2,0,0,1208.6833333333334,1208.6833333333334,1096.1559
2026-01-07,HP,diesel,Card,mumbai,2026,1,7,2,0,0,1786.7369999999999,1786.7369999999999,1859.4445
2026-01-07,HP,diesel,Card,pune,2026,1,7,2,0,0,1597.4957142857143,1597.4957142857143,1690.2368
2026-01-07,HP,diesel,Cash,bangalore,2026,1,7,2,0,0,2432.7725,2432.7725,2392.2463
2026-01-07,HP,diesel,Cash,chennai,2026,1,7,2,0,0,1879.03,1879.03,1936.3215
2026-01-07,HP,diesel,Cash,delhi,2026,1,7,2,0,0,1638.6328571428571,1638.6328571428571,1805.5172
2026-01-07,HP,diesel,Cash,mumbai,2026,1,7,2,0,0,1707.6585714285716,1707.6585714285716,1930.9578
2026-01-07,HP,diesel,Cash,pune,2026,1,7,2,0,0,2379.6408333333334,2379.6408333333334,2203.4673
2026-01-07,HP,diesel,UPI,bangalore,2026,1,7,2,0,0,1802.21625,1802.21625,2001.3378
2026-01-07,HP,diesel,UPI,chennai,2026,1,7,2,0,0,2105.03125,2105.03125,2003.8788
2026-01-07,HP,diesel,UPI,delhi,2026,1,7,2,0,0,1426.8066666666666,1426.8066666666666,1677.8096
2026-01-07,HP,diesel,UPI,mumbai,2026,1,7,2,0,0,2395.915,2395.915,2424.1045
2026-01-07,HP,diesel,UPI,pune,2026,1,7,2,0,0,2342.6475,2342.6475,2213.3386
2026-01-07,HP,petrol,Card,bangalore,2026,1,7,2,0,0,1726.2966666666669,1726.2966666666669,1876.2772
2026-01-07,HP,petrol,Card,chennai,2026,1,7,2,0,0,2772.457,2772.457,3306.2693
2026-01-07,HP,petrol,Card,delhi,2026,1,7,2,0,0,1653.8880000000001,1653.8880000000001,1767.7504
2026-01-07,HP,petrol,Card,mumbai,2026,1,7,2,0,0,2676.4533333333334,2676.4533333333334,3395.9504
2026-01-07,HP,petrol,Card,pune,2026,1,7,2,0,0,2386.945,2386.945,2100.364
2026-01-07,HP,petrol,Cash,bangalore,2026,1,7,2,0,0,2466.4616666666666,2466.4616666666666,2398.443
2026-01-07,HP,petrol,Cash,chennai,2026,1,7,2,0,0,2243.4049999999997,2243.4049999999997,2250.5164
2026-01-07,HP,petrol,Cash,delhi,2026,1,7,2,0,0,2151.3700000000003,2151.3700000000003,2084.8442
2026-01-07,HP,petrol,Cash,mumbai,2026,1,7,2,0,0,1801.3799999999999,1801.3799999999999,1914.7129
2026-01-07,HP,petrol,Cash,pune,2026,1,7,2,0,0,1015.36,1396.2544444444443,1139.4232
